account_id,english_name,dealer_code,year,month,monthly_value,yearly_value
1730D,Other,80475,2024,3,31014,93042
1890D,Other,80475,2024,3,42633,127899
11890D,Other,80475,2024,4,11619,46476
1730D,Other,80475,2024,4,31014,124056
1890D,Other,80475,2024,4,42633,170532
11890D,Other,80475,2024,5,11619,58095
1730D,Other,80475,2024,5,31014,155070
1890D,Other,80475,2024,5,42633,213165
11890D,Other,80475,2024,6,11619,69714
1730D,Other,80475,2024,6,31014,186084
1890D,Other,80475,2024,6,42633,255798
11890D,Other,80475,2024,7,11619,81333
1730D,Other,80475,2024,7,31014,217098
1890D,Other,80475,2024,7,42633,298431
11890D,Other,80475,2024,8,11619,92952
1730D,Other,80475,2024,8,31014,248112
1890D,Other,80475,2024,8,42633,341064
11890D,Other,80475,2024,9,11619,104571
1730D,Other,80475,2024,9,31014,279126
1890D,Other,80475,2024,9,42633,383697
11890D,Other,80475,2024,10,11619,116190
1730D,Other,80475,2024,10,31014,310140
1890D,Other,80475,2024,10,42633,426330
11890D,Other,80475,2024,11,11619,127809
1730D,Other,80475,2024,11,31014,341154
1890D,Other,80475,2024,11,42633,468963
11890D,Other,80475,2024,12,37811,165620
1730D,Other,80475,2024,12,4822,345976
1890D,Other,80475,2024,12,42633,511596
2300D,Other Expenses Payable,80475,2024,1,15300,15300
2300D,Other Expenses Payable,80475,2024,2,15300,30600
2300D,Other Expenses Payable,80475,2024,3,15300,45900
2300D,Other Expenses Payable,80475,2024,4,15300,61200
2300D,Other Expenses Payable,80475,2024,5,15300,76500
2300D,Other Expenses Payable,80475,2024,6,15300,91800
2300D,Other Expenses Payable,80475,2024,7,15300,107100
2300D,Other Expenses Payable,80475,2024,8,15300,122400
2300D,Other Expenses Payable,80475,2024,9,15300,137700
2300D,Other Expenses Payable,80475,2024,10,15300,153000
2300D,Other Expenses Payable,80475,2024,11,15300,168300
2300D,Other Expenses Payable,80475,2024,12,78873,89427
3281U,Other Ext. Warranty - New,80475,2024,1,15,15
3281G,Other Ext. Warranty - New,80475,2024,1,11141,11141
3281S,Other Ext. Warranty - New,80475,2024,1,21427,21427
3281U,Other Ext. Warranty - New,80475,2024,2,13,28
3281G,Other Ext. Warranty - New,80475,2024,2,5943,17084
3281S,Other Ext. Warranty - New,80475,2024,2,9087,30514
3281U,Other Ext. Warranty - New,80475,2024,3,18,46
3281G,Other Ext. Warranty - New,80475,2024,3,11842,28926
3281S,Other Ext. Warranty - New,80475,2024,3,19259,49773
3281G,Other Ext. Warranty - New,80475,2024,4,15942,44868
3281S,Other Ext. Warranty - New,80475,2024,4,26798,76571
3281U,Other Ext. Warranty - New,80475,2024,4,23,69
3281U,Other Ext. Warranty - New,80475,2024,5,19,88
3281G,Other Ext. Warranty - New,80475,2024,5,9339,54207
3281S,Other Ext. Warranty - New,80475,2024,5,18309,94880
3281U,Other Ext. Warranty - New,80475,2024,6,16,104
3281G,Other Ext. Warranty - New,80475,2024,6,10616,64823
3281S,Other Ext. Warranty - New,80475,2024,6,20281,115161
3281U,Other Ext. Warranty - New,80475,2024,7,17,121
3281G,Other Ext. Warranty - New,80475,2024,7,11205,76028
3281S,Other Ext. Warranty - New,80475,2024,7,18006,133167
3281U,Other Ext. Warranty - New,80475,2024,8,28,149
3281G,Other Ext. Warranty - New,80475,2024,8,9502,85530
3281S,Other Ext. Warranty - New,80475,2024,8,26734,159901
3281U,Other Ext. Warranty - New,80475,2024,9,32,181
3281G,Other Ext. Warranty - New,80475,2024,9,42552,128082
3281S,Other Ext. Warranty - New,80475,2024,9,64576,224477
3281U,Other Ext. Warranty - New,80475,2024,10,29,210
3281G,Other Ext. Warranty - New,80475,2024,10,31154,159236
3281S,Other Ext. Warranty - New,80475,2024,10,46729,271206
3281U,Other Ext. Warranty - New,80475,2024,11,29,239
3281G,Other Ext. Warranty - New,80475,2024,11,43376,202612
3281S,Other Ext. Warranty - New,80475,2024,11,68294,339500
3281U,Other Ext. Warranty - New,80475,2024,12,12,251
3281G,Other Ext. Warranty - New,80475,2024,12,11100,213712
3281S,Other Ext. Warranty - New,80475,2024,12,19005,358505
3282U,Other F & I - New,80475,2024,1,19,19
3282G,Other F & I - New,80475,2024,1,23700,23700
3282S,Other F & I - New,80475,2024,1,23700,23700
3282U,Other F & I - New,80475,2024,2,18,37
3282G,Other F & I - New,80475,2024,2,19400,43100
3282S,Other F & I - New,80475,2024,2,19400,43100
3282U,Other F & I - New,80475,2024,3,16,53
3282G,Other F & I - New,80475,2024,3,13190,56290
3282S,Other F & I - New,80475,2024,3,13190,56290
3282G,Other F & I - New,80475,2024,4,9000,65290
3282S,Other F & I - New,80475,2024,4,9000,65290
3282U,Other F & I - New,80475,2024,4,20,73
3282U,Other F & I - New,80475,2024,5,12,85
3282G,Other F & I - New,80475,2024,5,5100,70390
3282S,Other F & I - New,80475,2024,5,5100,70390
3282U,Other F & I - New,80475,2024,6,15,100
3282G,Other F & I - New,80475,2024,6,10000,80390
3282S,Other F & I - New,80475,2024,6,10000,80390
3282U,Other F & I - New,80475,2024,7,27,127
3282G,Other F & I - New,80475,2024,7,11600,91990
3282S,Other F & I - New,80475,2024,7,11600,91990
3282U,Other F & I - New,80475,2024,8,31,158
3282G,Other F & I - New,80475,2024,8,12279,104269
3282S,Other F & I - New,80475,2024,8,12279,104269
3282U,Other F & I - New,80475,2024,9,18,176
3282G,Other F & I - New,80475,2024,9,6100,110369
3282S,Other F & I - New,80475,2024,9,6100,110369
3282U,Other F & I - New,80475,2024,10,20,196
3282G,Other F & I - New,80475,2024,10,6239,116608
3282S,Other F & I - New,80475,2024,10,6499,116868
3282U,Other F & I - New,80475,2024,11,23,219
3282G,Other F & I - New,80475,2024,11,7200,123808
3282S,Other F & I - New,80475,2024,11,7200,124068
3282U,Other F & I - New,80475,2024,12,12,231
3282G,Other F & I - New,80475,2024,12,3700,127508
3282S,Other F & I - New,80475,2024,12,3700,127768
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,1,31250,31250
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,2,26750,58000
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,3,34500,92500
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,4,49875,142375
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,5,118250,260625
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,6,137250,397875
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,7,159000,556875
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,8,114250,671125
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,9,141500,812625
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,10,120350,932975
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,11,119500,1052475
1200AD,Other Factory Rec. / Incentives - Mit. ,80475,2024,12,74500,1126975
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,1,31250,31250
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,1,31250,31250
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,2,26750,58000
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,2,26750,58000
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,3,34500,92500
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,3,34500,92500
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,4,49875,142375
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,4,49875,142375
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,5,118250,260625
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,5,118250,260625
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,6,137250,397875
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,6,137250,397875
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,7,159000,556875
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,7,159000,556875
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,8,114250,671125
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,8,114250,671125
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,9,141500,812625
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,9,141500,812625
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,10,120350,932975
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,10,120350,932975
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,11,119500,1052475
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,11,119500,1052475
1200D,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,12,74500,1126975
1200BD,Other Factory Rec. / Incentives - Mitsubishi,80475,2024,12,74500,1126975
1990D,Other Non-Automotive Assets,80475,2024,1,199997,199997
1990D,Other Non-Automotive Assets,80475,2024,2,199999,399996
1990D,Other Non-Automotive Assets,80475,2024,3,199998,599994
1990D,Other Non-Automotive Assets,80475,2024,4,199999,799993
1990D,Other Non-Automotive Assets,80475,2024,5,199999,999992
1990D,Other Non-Automotive Assets,80475,2024,6,199999,1199991
1990D,Other Non-Automotive Assets,80475,2024,7,199999,1399990
1990D,Other Non-Automotive Assets,80475,2024,8,200001,1599991
1990D,Other Non-Automotive Assets,80475,2024,9,200000,1799991
1990D,Other Non-Automotive Assets,80475,2024,10,199999,1999990
1990D,Other Non-Automotive Assets,80475,2024,11,199999,2199989
1990D,Other Non-Automotive Assets,80475,2024,12,200003,2399992
2420D,Other Notes and Contracts Payable,80475,2024,1,1822980,1822980
2420D,Other Notes and Contracts Payable,80475,2024,2,1466467,3289447
2420D,Other Notes and Contracts Payable,80475,2024,3,1617741,4907188
2420D,Other Notes and Contracts Payable,80475,2024,4,1592241,6499429
2420D,Other Notes and Contracts Payable,80475,2024,5,1650425,8149854
2420D,Other Notes and Contracts Payable,80475,2024,6,1675325,9825179
2420D,Other Notes and Contracts Payable,80475,2024,7,1661775,11486954
2420D,Other Notes and Contracts Payable,80475,2024,8,1637475,13124429
2420D,Other Notes and Contracts Payable,80475,2024,9,1637225,14761654
2420D,Other Notes and Contracts Payable,80475,2024,10,1614125,16375779
2420D,Other Notes and Contracts Payable,80475,2024,11,1597075,17972854
2420D,Other Notes and Contracts Payable,80475,2024,12,1580394,19553248
5710S,Other P&A,80475,2024,1,2505,2505
5710G,Other P&A,80475,2024,1,519,519
5710S,Other P&A,80475,2024,2,2019,4524
5710G,Other P&A,80475,2024,2,566,1085
5710S,Other P&A,80475,2024,3,2346,6870
5710G,Other P&A,80475,2024,3,573,1658
5710G,Other P&A,80475,2024,4,152,1810
5710S,Other P&A,80475,2024,4,1147,8017
5710S,Other P&A,80475,2024,5,206,8223
5710G,Other P&A,80475,2024,5,53,1863
5710S,Other P&A,80475,2024,6,284,8507
5710G,Other P&A,80475,2024,6,73,1936
5710S,Other P&A,80475,2024,7,205,8712
5710G,Other P&A,80475,2024,7,28,1964
5710S,Other P&A,80475,2024,8,658,9370
5710G,Other P&A,80475,2024,8,72,2036
5710S,Other P&A,80475,2024,9,347,9717
5710G,Other P&A,80475,2024,9,36,2072
5710S,Other P&A,80475,2024,10,648,10365
5710G,Other P&A,80475,2024,10,110,2182
5710S,Other P&A,80475,2024,11,1175,11540
5710G,Other P&A,80475,2024,11,400,2582
5710S,Other P&A,80475,2024,12,676,12216
5710G,Other P&A,80475,2024,12,110,2692
8630D,Other Salaries & Wages,80475,2024,1,22755,22755
8633D,Other Salaries & Wages,80475,2024,1,8653,8653
8631D,Other Salaries & Wages,80475,2024,1,1300,1300
8632D,Other Salaries & Wages,80475,2024,1,1300,1300
8634D,Other Salaries & Wages,80475,2024,1,11502,11502
8634D,Other Salaries & Wages,80475,2024,2,2922,14424
8630D,Other Salaries & Wages,80475,2024,2,14111,8644
8633D,Other Salaries & Wages,80475,2024,2,3461,5192
8631D,Other Salaries & Wages,80475,2024,2,10006,8706
8632D,Other Salaries & Wages,80475,2024,2,3566,2266
8630D,Other Salaries & Wages,80475,2024,3,6551,15195
8633D,Other Salaries & Wages,80475,2024,3,1732,6924
8631D,Other Salaries & Wages,80475,2024,3,448,8258
8632D,Other Salaries & Wages,80475,2024,3,448,1818
8634D,Other Salaries & Wages,80475,2024,3,3923,18347
8633D,Other Salaries & Wages,80475,2024,4,4667,11591
8631D,Other Salaries & Wages,80475,2024,4,874,7384
8632D,Other Salaries & Wages,80475,2024,4,874,944
8634D,Other Salaries & Wages,80475,2024,4,4102,22449
8630D,Other Salaries & Wages,80475,2024,4,10517,25712
8630D,Other Salaries & Wages,80475,2024,5,14871,40583
8633D,Other Salaries & Wages,80475,2024,5,10797,22388
8631D,Other Salaries & Wages,80475,2024,5,1358,6026
8632D,Other Salaries & Wages,80475,2024,5,1358,414
8634D,Other Salaries & Wages,80475,2024,5,1358,23807
8630D,Other Salaries & Wages,80475,2024,6,7412,47995
8633D,Other Salaries & Wages,80475,2024,6,5084,27472
8631D,Other Salaries & Wages,80475,2024,6,776,5250
8632D,Other Salaries & Wages,80475,2024,6,776,1190
8634D,Other Salaries & Wages,80475,2024,6,776,24583
8630D,Other Salaries & Wages,80475,2024,7,11067,59062
8633D,Other Salaries & Wages,80475,2024,7,6685,34157
8631D,Other Salaries & Wages,80475,2024,7,1544,3706
8632D,Other Salaries & Wages,80475,2024,7,1544,2734
8634D,Other Salaries & Wages,80475,2024,7,1294,25877
8630D,Other Salaries & Wages,80475,2024,8,2546,61608
8633D,Other Salaries & Wages,80475,2024,8,1640,35797
8634D,Other Salaries & Wages,80475,2024,8,302,26179
8631D,Other Salaries & Wages,80475,2024,8,302,3404
8632D,Other Salaries & Wages,80475,2024,8,302,3036
8633D,Other Salaries & Wages,80475,2024,9,5193,40990
8631D,Other Salaries & Wages,80475,2024,9,1299,2105
8632D,Other Salaries & Wages,80475,2024,9,1299,4335
8634D,Other Salaries & Wages,80475,2024,9,1299,27478
8630D,Other Salaries & Wages,80475,2024,9,9090,70698
8630D,Other Salaries & Wages,80475,2024,10,7249,77947
8633D,Other Salaries & Wages,80475,2024,10,4678,45668
8631D,Other Salaries & Wages,80475,2024,10,857,1248
8632D,Other Salaries & Wages,80475,2024,10,857,5192
8634D,Other Salaries & Wages,80475,2024,10,857,28335
8630D,Other Salaries & Wages,80475,2024,11,8098,86045
8633D,Other Salaries & Wages,80475,2024,11,5089,50757
8631D,Other Salaries & Wages,80475,2024,11,1003,245
8632D,Other Salaries & Wages,80475,2024,11,1003,6195
8634D,Other Salaries & Wages,80475,2024,11,1003,29338
8630D,Other Salaries & Wages,80475,2024,12,28685,114730
8633D,Other Salaries & Wages,80475,2024,12,4861,55618
8631D,Other Salaries & Wages,80475,2024,12,22272,22027
8632D,Other Salaries & Wages,80475,2024,12,776,6971
8634D,Other Salaries & Wages,80475,2024,12,776,30114
8210D,Other Supplies & Tools,80475,2024,1,394,394
8213D,Other Supplies & Tools,80475,2024,1,192,192
8211D,Other Supplies & Tools,80475,2024,1,104,104
8212D,Other Supplies & Tools,80475,2024,1,82,82
8214D,Other Supplies & Tools,80475,2024,1,16,16
8210D,Other Supplies & Tools,80475,2024,2,416,810
8211D,Other Supplies & Tools,80475,2024,2,324,428
8212D,Other Supplies & Tools,80475,2024,2,139,221
8214D,Other Supplies & Tools,80475,2024,2,139,155
8213D,Other Supplies & Tools,80475,2024,2,186,6
8210D,Other Supplies & Tools,80475,2024,3,2231,3041
8213D,Other Supplies & Tools,80475,2024,3,2124,2130
8211D,Other Supplies & Tools,80475,2024,3,57,485
8212D,Other Supplies & Tools,80475,2024,3,25,246
8214D,Other Supplies & Tools,80475,2024,3,25,180
8211D,Other Supplies & Tools,80475,2024,4,44,529
8212D,Other Supplies & Tools,80475,2024,4,18,264
8214D,Other Supplies & Tools,80475,2024,4,18,198
8210D,Other Supplies & Tools,80475,2024,4,381,2660
8213D,Other Supplies & Tools,80475,2024,4,461,1669
8210D,Other Supplies & Tools,80475,2024,5,99,2759
8213D,Other Supplies & Tools,80475,2024,5,96,1573
8211D,Other Supplies & Tools,80475,2024,5,105,634
8212D,Other Supplies & Tools,80475,2024,5,45,309
8214D,Other Supplies & Tools,80475,2024,5,45,243
8210D,Other Supplies & Tools,80475,2024,6,629,3388
8213D,Other Supplies & Tools,80475,2024,6,629,2202
8211D,Other Supplies & Tools,80475,2024,6,0,634
8212D,Other Supplies & Tools,80475,2024,6,0,309
8214D,Other Supplies & Tools,80475,2024,6,0,243
8210D,Other Supplies & Tools,80475,2024,7,254,3134
8213D,Other Supplies & Tools,80475,2024,7,254,1948
8211D,Other Supplies & Tools,80475,2024,7,0,634
8212D,Other Supplies & Tools,80475,2024,7,0,309
8214D,Other Supplies & Tools,80475,2024,7,0,243
8210D,Other Supplies & Tools,80475,2024,8,1056,4190
8213D,Other Supplies & Tools,80475,2024,8,927,2875
8214D,Other Supplies & Tools,80475,2024,8,30,273
8211D,Other Supplies & Tools,80475,2024,8,69,703
8212D,Other Supplies & Tools,80475,2024,8,30,339
8210D,Other Supplies & Tools,80475,2024,9,584,4774
8213D,Other Supplies & Tools,80475,2024,9,313,3188
8211D,Other Supplies & Tools,80475,2024,9,167,870
8212D,Other Supplies & Tools,80475,2024,9,52,391
8214D,Other Supplies & Tools,80475,2024,9,52,325
8210D,Other Supplies & Tools,80475,2024,10,2176,6950
8213D,Other Supplies & Tools,80475,2024,10,783,3971
8211D,Other Supplies & Tools,80475,2024,10,201,1071
8212D,Other Supplies & Tools,80475,2024,10,86,477
8214D,Other Supplies & Tools,80475,2024,10,1106,1431
8210D,Other Supplies & Tools,80475,2024,11,2200,9150
8213D,Other Supplies & Tools,80475,2024,11,2163,6134
8211D,Other Supplies & Tools,80475,2024,11,0,1071
8212D,Other Supplies & Tools,80475,2024,11,0,477
8214D,Other Supplies & Tools,80475,2024,11,37,1468
8210D,Other Supplies & Tools,80475,2024,12,2345,11495
8213D,Other Supplies & Tools,80475,2024,12,784,6918
8211D,Other Supplies & Tools,80475,2024,12,1100,2171
8214D,Other Supplies & Tools,80475,2024,12,461,1929
8212D,Other Supplies & Tools,80475,2024,12,0,477
3015U,Outlander,80475,2024,1,7,7
3015G,Outlander,80475,2024,1,14457,14457
3015S,Outlander,80475,2024,1,303263,303263
3015U,Outlander,80475,2024,2,11,18
3015G,Outlander,80475,2024,2,27692,42149
3015S,Outlander,80475,2024,2,469267,772530
3015U,Outlander,80475,2024,3,10,28
3015G,Outlander,80475,2024,3,15589,57738
3015S,Outlander,80475,2024,3,436538,1209068
3015U,Outlander,80475,2024,4,7,35
3015G,Outlander,80475,2024,4,12092,69830
3015S,Outlander,80475,2024,4,302709,1511777
3015U,Outlander,80475,2024,5,3,38
3015G,Outlander,80475,2024,5,13246,83076
3015S,Outlander,80475,2024,5,122966,1634743
3015U,Outlander,80475,2024,6,5,43
3015G,Outlander,80475,2024,6,10854,93930
3015S,Outlander,80475,2024,6,229169,1863912
3015G,Outlander,80475,2024,7,22620,116550
3015S,Outlander,80475,2024,7,394044,2257956
3015U,Outlander,80475,2024,7,9,52
3015U,Outlander,80475,2024,8,13,65
3015G,Outlander,80475,2024,8,19102,135652
3015S,Outlander,80475,2024,8,557111,2815067
3015U,Outlander,80475,2024,9,9,74
3015G,Outlander,80475,2024,9,13762,149414
3015S,Outlander,80475,2024,9,359293,3174360
3015G,Outlander,80475,2024,10,4396,153810
3015S,Outlander,80475,2024,10,132990,3307350
3015U,Outlander,80475,2024,10,3,77
3015U,Outlander,80475,2024,11,4,81
3015G,Outlander,80475,2024,11,7472,161282
3015S,Outlander,80475,2024,11,176181,3483531
3015U,Outlander,80475,2024,12,2,83
3015G,Outlander,80475,2024,12,2133,163415
3015S,Outlander,80475,2024,12,85549,3569080
3026U,Outlander PHEV,80475,2024,1,4,4
3026G,Outlander PHEV,80475,2024,1,7691,7691
3026S,Outlander PHEV,80475,2024,1,236831,236831
3026G,Outlander PHEV,80475,2024,2,5261,12952
3026S,Outlander PHEV,80475,2024,2,65233,302064
3026U,Outlander PHEV,80475,2024,2,1,5
3026U,Outlander PHEV,80475,2024,3,5,10
3026G,Outlander PHEV,80475,2024,3,17712,30664
3026S,Outlander PHEV,80475,2024,3,299049,601113
3026U,Outlander PHEV,80475,2024,4,6,16
3026G,Outlander PHEV,80475,2024,4,18200,48864
3026S,Outlander PHEV,80475,2024,4,363790,964903
3026U,Outlander PHEV,80475,2024,5,15,31
3026G,Outlander PHEV,80475,2024,5,80261,129125
3026S,Outlander PHEV,80475,2024,5,832218,1797121
3026U,Outlander PHEV,80475,2024,6,9,40
3026G,Outlander PHEV,80475,2024,6,17966,147091
3026S,Outlander PHEV,80475,2024,6,507801,2304922
3026G,Outlander PHEV,80475,2024,7,23031,170122
3026S,Outlander PHEV,80475,2024,7,587819,2892741
3026U,Outlander PHEV,80475,2024,7,10,50
3026G,Outlander PHEV,80475,2024,8,13693,183815
3026S,Outlander PHEV,80475,2024,8,389245,3281986
3026U,Outlander PHEV,80475,2024,8,7,57
3026U,Outlander PHEV,80475,2024,9,9,66
3026G,Outlander PHEV,80475,2024,9,32413,216228
3026S,Outlander PHEV,80475,2024,9,537848,3819834
3026U,Outlander PHEV,80475,2024,10,9,75
3026G,Outlander PHEV,80475,2024,10,15514,231742
3026S,Outlander PHEV,80475,2024,10,521221,4341055
3026U,Outlander PHEV,80475,2024,11,10,85
3026G,Outlander PHEV,80475,2024,11,16261,248003
3026S,Outlander PHEV,80475,2024,11,601884,4942939
3026U,Outlander PHEV,80475,2024,12,6,91
3026G,Outlander PHEV,80475,2024,12,17106,265109
3026S,Outlander PHEV,80475,2024,12,335082,5278021
8370D,Outside Services,80475,2024,1,10356,10356
8371D,Outside Services,80475,2024,1,4506,4506
8372D,Outside Services,80475,2024,1,3874,3874
8370D,Outside Services,80475,2024,2,3586,13942
8371D,Outside Services,80475,2024,2,1232,5738
8372D,Outside Services,80475,2024,2,684,4558
8370D,Outside Services,80475,2024,3,3760,17702
8371D,Outside Services,80475,2024,3,1263,7001
8372D,Outside Services,80475,2024,3,697,5255
8371D,Outside Services,80475,2024,4,595,7596
8372D,Outside Services,80475,2024,4,255,5510
8370D,Outside Services,80475,2024,4,1700,19402
8370D,Outside Services,80475,2024,5,3530,22932
8371D,Outside Services,80475,2024,5,1235,8831
8372D,Outside Services,80475,2024,5,529,6039
8370D,Outside Services,80475,2024,6,1774,24706
8371D,Outside Services,80475,2024,6,615,9446
8372D,Outside Services,80475,2024,6,264,6303
8370D,Outside Services,80475,2024,7,1725,26431
8371D,Outside Services,80475,2024,7,604,10050
8372D,Outside Services,80475,2024,7,259,6562
8370D,Outside Services,80475,2024,8,3088,29519
8371D,Outside Services,80475,2024,8,1081,11131
8372D,Outside Services,80475,2024,8,463,7025
8370D,Outside Services,80475,2024,9,2509,32028
8371D,Outside Services,80475,2024,9,878,12009
8372D,Outside Services,80475,2024,9,376,7401
8370D,Outside Services,80475,2024,10,1524,33552
8371D,Outside Services,80475,2024,10,467,12476
8372D,Outside Services,80475,2024,10,201,7602
8370D,Outside Services,80475,2024,11,1521,35073
8371D,Outside Services,80475,2024,11,532,13008
8372D,Outside Services,80475,2024,11,228,7830
8370D,Outside Services,80475,2024,12,3560,38633
8371D,Outside Services,80475,2024,12,1546,14554
8372D,Outside Services,80475,2024,12,1234,9064
8373D,Outside Services ,80475,2024,1,1106,1106
8374D,Outside Services ,80475,2024,1,870,870
8374D,Outside Services ,80475,2024,2,711,1581
8373D,Outside Services ,80475,2024,2,959,2065
8373D,Outside Services ,80475,2024,3,990,3055
8374D,Outside Services ,80475,2024,3,810,2391
8374D,Outside Services ,80475,2024,4,255,2646
8373D,Outside Services ,80475,2024,4,595,3650
8373D,Outside Services ,80475,2024,5,1236,4886
8374D,Outside Services ,80475,2024,5,530,3176
8373D,Outside Services ,80475,2024,6,632,5518
8374D,Outside Services ,80475,2024,6,263,3439
8373D,Outside Services ,80475,2024,7,603,6121
8374D,Outside Services ,80475,2024,7,259,3698
8373D,Outside Services ,80475,2024,8,1081,7202
8374D,Outside Services ,80475,2024,8,463,4161
8373D,Outside Services ,80475,2024,9,878,8080
8374D,Outside Services ,80475,2024,9,377,4538
8373D,Outside Services ,80475,2024,10,656,8736
8374D,Outside Services ,80475,2024,10,200,4738
8373D,Outside Services ,80475,2024,11,533,9269
8374D,Outside Services ,80475,2024,11,228,4966
8373D,Outside Services ,80475,2024,12,546,9815
8374D,Outside Services ,80475,2024,12,234,5200
50028ST,Over 90 Days,80475,2024,1,576255,576255
50038ST,Over 90 Days,80475,2024,1,344507,344507
50023ST,Over 90 Days,80475,2024,1,13,13
50033ST,Over 90 Days,80475,2024,1,14,14
50023ST,Over 90 Days,80475,2024,2,13,26
50033ST,Over 90 Days,80475,2024,2,13,27
50028ST,Over 90 Days,80475,2024,2,626055,1202310
50038ST,Over 90 Days,80475,2024,2,331138,675645
50023ST,Over 90 Days,80475,2024,3,16,42
50033ST,Over 90 Days,80475,2024,3,18,45
50028ST,Over 90 Days,80475,2024,3,743667,1945977
50038ST,Over 90 Days,80475,2024,3,425476,1101121
50028ST,Over 90 Days,80475,2024,4,1386944,3332921
50038ST,Over 90 Days,80475,2024,4,559562,1660683
50023ST,Over 90 Days,80475,2024,4,29,71
50033ST,Over 90 Days,80475,2024,4,23,68
50028ST,Over 90 Days,80475,2024,5,1094245,4427166
50023ST,Over 90 Days,80475,2024,5,23,94
50033ST,Over 90 Days,80475,2024,5,28,96
50038ST,Over 90 Days,80475,2024,5,716992,2377675
50028ST,Over 90 Days,80475,2024,6,1302800,5729966
50038ST,Over 90 Days,80475,2024,6,814644,3192319
50023ST,Over 90 Days,80475,2024,6,27,121
50033ST,Over 90 Days,80475,2024,6,30,126
50023ST,Over 90 Days,80475,2024,7,29,150
50033ST,Over 90 Days,80475,2024,7,33,159
50028ST,Over 90 Days,80475,2024,7,1365738,7095704
50038ST,Over 90 Days,80475,2024,7,859518,4051837
50028ST,Over 90 Days,80475,2024,8,1289178,8384882
50038ST,Over 90 Days,80475,2024,8,913477,4965314
50023ST,Over 90 Days,80475,2024,8,28,178
50033ST,Over 90 Days,80475,2024,8,36,195
50028ST,Over 90 Days,80475,2024,9,940903,9325785
50038ST,Over 90 Days,80475,2024,9,785560,5750874
50023ST,Over 90 Days,80475,2024,9,20,198
50033ST,Over 90 Days,80475,2024,9,29,224
50028ST,Over 90 Days,80475,2024,10,1006978,10332763
50038ST,Over 90 Days,80475,2024,10,773807,6524681
50023ST,Over 90 Days,80475,2024,10,23,221
50033ST,Over 90 Days,80475,2024,10,31,255
50028ST,Over 90 Days,80475,2024,11,940383,11273146
50038ST,Over 90 Days,80475,2024,11,717116,7241797
50023ST,Over 90 Days,80475,2024,11,20,241
50033ST,Over 90 Days,80475,2024,11,32,287
50023ST,Over 90 Days,80475,2024,12,34,275
50033ST,Over 90 Days,80475,2024,12,28,315
50028ST,Over 90 Days,80475,2024,12,1552631,12825777
50038ST,Over 90 Days,80475,2024,12,875847,8117644
6100DZ,Overhead Absorption %,80475,2024,1,32.91,32.91
6118DZ,Overhead Absorption %,80475,2024,1,32.91,32.91
6136DZ,Overhead Absorption %,80475,2024,2,2.36,2.36
6100DZ,Overhead Absorption %,80475,2024,2,4.19,37.1
6118DZ,Overhead Absorption %,80475,2024,2,1.83,34.74
6100DZ,Overhead Absorption %,80475,2024,3,4.23,41.33
6118DZ,Overhead Absorption %,80475,2024,3,1.84,36.58
6136DZ,Overhead Absorption %,80475,2024,3,2.39,4.75
6100DZ,Overhead Absorption %,80475,2024,4,1.12,40.21
6118DZ,Overhead Absorption %,80475,2024,4,0.92,37.5
